id,nontumor_skin_dermis_dermis,nontumor_skin_epidermis_epidermis,tumor_skin_naevus_naevus,tumor_skin_melanoma_melanoma,nontumor_skin_subcutis_subcutis,nontumor_skin_sebaceousglands_sebaceousglands,tumor_skin_epithelial_bcc,tumor_skin_epithelial_sqcc,nontumor_skin_muscle_skeletal,nontumor_skin_chondraltissue_chondraltissue,nontumor_skin_sweatglands_sweatglands,nontumor_skin_necrosis_necrosis,nontumor_skin_hairfollicle_hairfollicle,nontumor_skin_nerves_nerves,nontumor_skin_vessel_vessel,nontumor_skin_elastosis_elastosis
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/78_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/79_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/80_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/81_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/82_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/83_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/84_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/85_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/86_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/87_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/88_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/89_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/90_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/91_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/92_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/93_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/94_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/95_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/96_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/97_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/98_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with subcutis_nontumor_skin_dermis_dermis/99_ours.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/30_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/31_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/32_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/33_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/34_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/35_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/36_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/37_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/38_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/39_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/40_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/41_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/42_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/43_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/44_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/45_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/46_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/47_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/48_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/49_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/50_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/51_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/52_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/53_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/54_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/55_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/56_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/57_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/58_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/59_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/60_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/61_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/62_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/63_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/64_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/65_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/66_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/67_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/68_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/69_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/70_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/71_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/72_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/73_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/74_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/75_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/76_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/77_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/78_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/79_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/80_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/81_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/82_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/83_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/84_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/85_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/86_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/87_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/88_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/89_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/90_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/91_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/92_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/93_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/94_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/95_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/96_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/97_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/98_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with sebaceousglands_nontumor_skin_dermis_dermis/99_ours.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/0_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/1_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/2_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/3_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/4_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/5_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/6_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/7_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/8_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/9_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/10_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/11_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/12_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/13_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/14_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/15_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/16_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/17_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/18_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/19_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/20_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/21_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/22_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/23_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/24_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/25_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/26_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/27_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/28_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/29_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/30_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/31_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/32_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/33_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/34_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/35_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/36_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/37_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/38_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/39_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/40_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/41_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/42_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/43_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/44_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/45_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/46_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/47_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/48_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/49_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/50_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/51_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/52_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/53_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/54_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/55_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/56_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/57_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/58_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A histopathological slide from a patient with basal cell carcinoma_nontumor_skin_dermis_dermis/59_ours.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
